interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-01-01T00:00:00-08:00,2023-01-01T08:00:00+00:00,2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,TH_SP15_GEN-APND,138.715365174731
2023-02-01T00:00:00-08:00,2023-02-01T08:00:00+00:00,2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,TH_SP15_GEN-APND,69.3335956101191
2023-03-01T00:00:00-08:00,2023-03-01T08:00:00+00:00,2023-04-01T00:00:00-07:00,2023-04-01T07:00:00+00:00,TH_SP15_GEN-APND,67.9368786002691
2023-04-01T00:00:00-07:00,2023-04-01T07:00:00+00:00,2023-05-01T00:00:00-07:00,2023-05-01T07:00:00+00:00,TH_SP15_GEN-APND,50.5628781805556
2023-05-01T00:00:00-07:00,2023-05-01T07:00:00+00:00,2023-06-01T00:00:00-07:00,2023-06-01T07:00:00+00:00,TH_SP15_GEN-APND,18.395056155914
2023-06-01T00:00:00-07:00,2023-06-01T07:00:00+00:00,2023-07-01T00:00:00-07:00,2023-07-01T07:00:00+00:00,TH_SP15_GEN-APND,27.3563125138889
2023-07-01T00:00:00-07:00,2023-07-01T07:00:00+00:00,2023-08-01T00:00:00-07:00,2023-08-01T07:00:00+00:00,TH_SP15_GEN-APND,69.5830154435483
2023-08-01T00:00:00-07:00,2023-08-01T07:00:00+00:00,2023-09-01T00:00:00-07:00,2023-09-01T07:00:00+00:00,TH_SP15_GEN-APND,74.9658804435485
2023-09-01T00:00:00-07:00,2023-09-01T07:00:00+00:00,2023-10-01T00:00:00-07:00,2023-10-01T07:00:00+00:00,TH_SP15_GEN-APND,37.6665306944445
2023-10-01T00:00:00-07:00,2023-10-01T07:00:00+00:00,2023-11-01T00:00:00-07:00,2023-11-01T07:00:00+00:00,TH_SP15_GEN-APND,53.8758012499999
2023-11-01T00:00:00-07:00,2023-11-01T07:00:00+00:00,2023-12-01T00:00:00-08:00,2023-12-01T08:00:00+00:00,TH_SP15_GEN-APND,52.7511793481276
2023-12-01T00:00:00-08:00,2023-12-01T08:00:00+00:00,2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,TH_SP15_GEN-APND,45.6225793817204
