interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp
2023-07-15T00:00:00-05:00,2023-07-15T05:00:00+00:00,2023-07-15T01:00:00-05:00,2023-07-15T06:00:00+00:00,INDIANA.HUB,Hub,27.61
2023-07-15T01:00:00-05:00,2023-07-15T06:00:00+00:00,2023-07-15T02:00:00-05:00,2023-07-15T07:00:00+00:00,INDIANA.HUB,Hub,25.87
2023-07-15T02:00:00-05:00,2023-07-15T07:00:00+00:00,2023-07-15T03:00:00-05:00,2023-07-15T08:00:00+00:00,INDIANA.HUB,Hub,23.4
2023-07-15T03:00:00-05:00,2023-07-15T08:00:00+00:00,2023-07-15T04:00:00-05:00,2023-07-15T09:00:00+00:00,INDIANA.HUB,Hub,22.2
2023-07-15T04:00:00-05:00,2023-07-15T09:00:00+00:00,2023-07-15T05:00:00-05:00,2023-07-15T10:00:00+00:00,INDIANA.HUB,Hub,22.2
2023-07-15T05:00:00-05:00,2023-07-15T10:00:00+00:00,2023-07-15T06:00:00-05:00,2023-07-15T11:00:00+00:00,INDIANA.HUB,Hub,22.86
2023-07-15T06:00:00-05:00,2023-07-15T11:00:00+00:00,2023-07-15T07:00:00-05:00,2023-07-15T12:00:00+00:00,INDIANA.HUB,Hub,23.13
2023-07-15T07:00:00-05:00,2023-07-15T12:00:00+00:00,2023-07-15T08:00:00-05:00,2023-07-15T13:00:00+00:00,INDIANA.HUB,Hub,26.21
2023-07-15T08:00:00-05:00,2023-07-15T13:00:00+00:00,2023-07-15T09:00:00-05:00,2023-07-15T14:00:00+00:00,INDIANA.HUB,Hub,29.26
2023-07-15T09:00:00-05:00,2023-07-15T14:00:00+00:00,2023-07-15T10:00:00-05:00,2023-07-15T15:00:00+00:00,INDIANA.HUB,Hub,32.19
2023-07-15T10:00:00-05:00,2023-07-15T15:00:00+00:00,2023-07-15T11:00:00-05:00,2023-07-15T16:00:00+00:00,INDIANA.HUB,Hub,32.95
2023-07-15T11:00:00-05:00,2023-07-15T16:00:00+00:00,2023-07-15T12:00:00-05:00,2023-07-15T17:00:00+00:00,INDIANA.HUB,Hub,35.22
2023-07-15T12:00:00-05:00,2023-07-15T17:00:00+00:00,2023-07-15T13:00:00-05:00,2023-07-15T18:00:00+00:00,INDIANA.HUB,Hub,39.0
2023-07-15T13:00:00-05:00,2023-07-15T18:00:00+00:00,2023-07-15T14:00:00-05:00,2023-07-15T19:00:00+00:00,INDIANA.HUB,Hub,38.99
2023-07-15T14:00:00-05:00,2023-07-15T19:00:00+00:00,2023-07-15T15:00:00-05:00,2023-07-15T20:00:00+00:00,INDIANA.HUB,Hub,38.6
2023-07-15T15:00:00-05:00,2023-07-15T20:00:00+00:00,2023-07-15T16:00:00-05:00,2023-07-15T21:00:00+00:00,INDIANA.HUB,Hub,42.17
2023-07-15T16:00:00-05:00,2023-07-15T21:00:00+00:00,2023-07-15T17:00:00-05:00,2023-07-15T22:00:00+00:00,INDIANA.HUB,Hub,44.56
2023-07-15T17:00:00-05:00,2023-07-15T22:00:00+00:00,2023-07-15T18:00:00-05:00,2023-07-15T23:00:00+00:00,INDIANA.HUB,Hub,48.02
2023-07-15T18:00:00-05:00,2023-07-15T23:00:00+00:00,2023-07-15T19:00:00-05:00,2023-07-16T00:00:00+00:00,INDIANA.HUB,Hub,44.82
2023-07-15T19:00:00-05:00,2023-07-16T00:00:00+00:00,2023-07-15T20:00:00-05:00,2023-07-16T01:00:00+00:00,INDIANA.HUB,Hub,41.52
2023-07-15T20:00:00-05:00,2023-07-16T01:00:00+00:00,2023-07-15T21:00:00-05:00,2023-07-16T02:00:00+00:00,INDIANA.HUB,Hub,39.54
2023-07-15T21:00:00-05:00,2023-07-16T02:00:00+00:00,2023-07-15T22:00:00-05:00,2023-07-16T03:00:00+00:00,INDIANA.HUB,Hub,34.5
2023-07-15T22:00:00-05:00,2023-07-16T03:00:00+00:00,2023-07-15T23:00:00-05:00,2023-07-16T04:00:00+00:00,INDIANA.HUB,Hub,27.93
2023-07-15T23:00:00-05:00,2023-07-16T04:00:00+00:00,2023-07-16T00:00:00-05:00,2023-07-16T05:00:00+00:00,INDIANA.HUB,Hub,26.4
